1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,45 to 54 years old,Urban,-,1.9932,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,45 to 54 years old,Rural,-,2.0995992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,45 to 54 years old,All areas,-,2.0293992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,55 to 64 years old,Urban,-,2.3254992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,55 to 64 years old,Rural,-,2.4669,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,55 to 64 years old,All areas,-,2.3668008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,25 to 44 years old,Urban,-,1.8754992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,25 to 44 years old,Rural,-,2.1106008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,348,Hungary,2010,Male,25 to 44 years old,All areas,-,1.9491,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,372,Ireland,2005,Female,15 to 64 years old,All areas,-,4.9333008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,372,Ireland,2005,Male,15 to 64 years old,All areas,-,2.1499992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Female,15 years old and over,All areas,-,5.256,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Female,65 years old and over,All areas,-,5.256,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Female,15 to 24 years old,All areas,-,1.848,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Female,45 to 54 years old,All areas,-,6.12,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Female,55 to 64 years old,All areas,-,6.504,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Female,25 to 44 years old,All areas,-,5.544,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Male,15 years old and over,All areas,-,1.752,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Male,65 years old and over,All areas,-,2.712,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Male,15 to 24 years old,All areas,-,0.528,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Male,45 to 54 years old,All areas,-,1.824,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Male,55 to 64 years old,All areas,-,2.568,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2003,Male,25 to 44 years old,All areas,-,1.416,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Female,15 years old and over,All areas,-,5.064,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Female,65 years old and over,All areas,-,5.304,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Female,15 to 24 years old,All areas,-,1.656,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Female,45 to 54 years old,All areas,-,5.784,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Female,55 to 64 years old,All areas,-,6.024,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Female,25 to 44 years old,All areas,-,5.304,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Male,15 years old and over,All areas,-,1.848,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Male,65 years old and over,All areas,-,2.88,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Male,15 to 24 years old,All areas,-,0.528,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Developed regions,380,Italy,2009,Male,45 to 54 years old,All areas,-,1.752,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
