1b - Average number of hours spent on unpaid domestic chores  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2001,Male,15 to 24 years old,All areas,-,0.2833008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2001,Male,45 to 54 years old,All areas,-,0.3832992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2001,Male,55 to 64 years old,All areas,-,0.5332992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2001,Male,35 to 44 years old,All areas,-,0.3667008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2001,Male,25 to 34 years old,All areas,-,0.3499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,15 years old and over,All areas,-,3.2667,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,65 years old and over,All areas,-,3.4000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,10 years old and over,All areas,-,3.1333008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,15 to 24 years old,All areas,-,0.7167,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,45 to 54 years old,All areas,-,4.3000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,55 to 64 years old,All areas,-,4.0666992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,35 to 44 years old,All areas,-,3.9667008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Female,25 to 34 years old,All areas,-,2.5000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,15 years old and over,All areas,-,0.5332992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,65 years old and over,All areas,-,1.0167,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,10 years old and over,All areas,-,0.5332992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,15 to 24 years old,All areas,-,0.2667,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,45 to 54 years old,All areas,-,0.4167,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,55 to 64 years old,All areas,-,0.5667,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,35 to 44 years old,All areas,-,0.4167,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2006,Male,25 to 34 years old,All areas,-,0.3832992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,15 years old and over,All areas,-,3.2667,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,65 years old and over,All areas,-,3.4666992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,10 years old and over,All areas,-,3.1167,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,15 to 24 years old,All areas,-,0.7000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,45 to 54 years old,All areas,-,4.0833,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,55 to 64 years old,All areas,-,4.1332992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,35 to 44 years old,All areas,-,3.7999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Female,25 to 34 years old,All areas,-,2.2833,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,15 years old and over,All areas,-,0.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,10 years old and over,All areas,-,0.5833008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,15 to 24 years old,All areas,-,0.2833008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,45 to 54 years old,All areas,-,0.4999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,55 to 64 years old,All areas,-,0.6166992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,35 to 44 years old,All areas,-,0.4167,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2011,Male,25 to 34 years old,All areas,-,0.4333008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,15 years old and over,All areas,-,3.1000008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,65 years old and over,All areas,-,3.4833,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,10 years old and over,All areas,-,2.9667,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,15 to 24 years old,All areas,-,0.5500008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,45 to 54 years old,All areas,-,3.7999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,55 to 64 years old,All areas,-,3.9333,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,35 to 44 years old,All areas,-,3.3832992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Female,25 to 34 years old,All areas,-,1.9999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,15 years old and over,All areas,-,0.6166992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,65 years old and over,All areas,-,0.9832992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,10 years old and over,All areas,-,0.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,15 to 24 years old,All areas,-,0.2667,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,45 to 54 years old,All areas,-,0.4999992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,55 to 64 years old,All areas,-,0.6499992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,35 to 44 years old,All areas,-,0.4666992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,392,Japan,2016,Male,25 to 34 years old,All areas,-,0.4333008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,428,Latvia,2003,Female,20 to 74 years old,All areas,-,3.8500008,-,-,Percentage,Country adjusted data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,428,Latvia,2003,Male,20 to 74 years old,All areas,-,1.9999992,-,-,Percentage,Country adjusted data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Developed regions,440,Lithuania,2003,Female,65 years old and over,All areas,-,5.1649992,-,-,Percentage,Country data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
