13 - Gender gap in wages  by occupation  age and persons with disabilities

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Female,-,-,Skilled agricultural  forestry and fishery workers (isco-08),8.7,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Female,-,-,Craft and related trades workers (isco-08),3,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Female,-,-,Plant and machine operators  and assemblers (isco-08),3.1,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Female,-,-,Elementary occupations (isco-08),2.5,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,All occupations (isco-08),4.9,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Managers (isco-08),11.8,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Professionals (isco-08),8.7,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Technicians and associate professionals (isco-08),6.3,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Clerical support workers (isco-08),4.2,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Service and sales workers (isco-08),2.8,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Skilled agricultural  forestry and fishery workers (isco-08),8.2,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Craft and related trades workers (isco-08),4.5,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Developed regions,100,Bulgaria,2014,Male,-,-,Plant and machine operators  and assemblers (isco-08),3.8,-,-,Current local currency,Country data,-,Local currency: BGR - Lev(BGN),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
