5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2003,Female,0.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2003,Male,0.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2003,Both sexes,0.41,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2008,Female,0.42,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2008,Male,0.59,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2008,Both sexes,0.51,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2000,Female,0.61,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2000,Male,0.72,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2000,Both sexes,0.67,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2005,Female,0.44,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2005,Male,0.62,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2005,Both sexes,0.53,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2007,Female,0.45,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2007,Male,0.66,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2007,Both sexes,0.56,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2009,Female,0.41,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2009,Male,0.67,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2009,Both sexes,0.54,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2010,Female,0.49,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2010,Male,0.62,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2010,Both sexes,0.56,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1996,Female,1.39,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1996,Male,1.63,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1996,Both sexes,1.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1998,Female,0.5,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1998,Male,0.64,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1998,Both sexes,0.57,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2001,Female,0.59,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2001,Male,0.68,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2001,Both sexes,0.64,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2004,Female,0.32,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2004,Male,0.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2004,Both sexes,0.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2006,Female,0.49,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2006,Male,0.6,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,2006,Both sexes,0.55,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1995,Female,1.35,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1995,Male,1.66,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Developed regions,246,Finland,1995,Both sexes,1.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
